DATE,0,1,2,3,4,5,6,7,8,9,Average,Yearly_Deviation
2018-03-01,,0.47,0.2,0.76,1.0,,1.42,1.26,1.57,,0.9542857142857144,0.9542857142857144
2018-03-02,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,-0.2685714285714285
2018-03-03,,,,,,,,,,,0.0,0.0
2018-03-04,0.24,,,,0.02,,,0.02,,,0.0933333333333333,0.0933333333333333
2018-03-05,,1.97,1.22,0.54,0.57,0.19,1.07,0.56,0.93,1.78,0.88125,0.88125
2018-03-06,,,,0.01,0.0,,0.11,0.0,,0.06,0.03,-0.155
2018-03-07,,,,0.0,,,0.0,,0.0,0.0,0.0,-0.075
2018-03-08,,0.75,1.34,0.94,0.18,,0.62,0.26,1.85,0.8,0.8485714285714285,0.611904761904762
2018-03-09,,0.06,0.01,0.0,0.0,,0.03,0.02,0.0,0.27,0.0171428571428571,-0.002857142857142902
2018-03-10,,,,,,,0.0,0.0,,0.0,0.0,-0.12
2018-03-11,,,,,,,,,,,0.0,0.0
2018-03-12,,,,,,,,,,,0.0,0.0
2018-03-13,,,,,,,,,,,0.0,-0.04
2018-03-14,,,,,,,,,,,0.0,-0.01
2018-03-15,1.85,,0.17,1.1,0.98,0.55,0.29,0.2,0.69,0.04,0.72875,0.72875
2018-03-16,,0.16,0.02,1.12,0.08,0.14,0.37,0.01,0.04,2.5,0.2425,0.2425
2018-03-17,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2018-03-18,,,,,,,,,,,0.0,0.0
2018-03-19,0.08,0.51,1.65,1.45,0.06,0.35,0.85,0.2,0.75,0.98,0.6555555555555554,0.6555555555555554
2018-03-20,,,0.03,0.22,0.0,0.43,0.33,0.0,,0.68,0.1683333333333333,-0.6216666666666667
2018-03-21,,0.08,1.46,0.48,,1.02,0.3,,0.2,0.62,0.59,0.346
2018-03-22,,,0.04,0.15,0.04,,0.25,,,0.38,0.12,0.12
2018-03-23,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0
2018-03-24,,,,,,,,,,,0.0,0.0
2018-03-25,,,,,,,,,,,0.0,-0.1133333333333333
2018-03-26,,,,,,,,,,,0.0,-0.0625
2018-03-27,,,,,,,,,,,0.0,-0.088
2018-03-28,,,,,,,,,,,0.0,-0.078
2018-03-29,,,,,,,,,,,0.0,-0.048
2018-03-30,,,,,,,,,,,0.0,0.0
2018-03-31,,,,,,,,,,,0.0,-0.12125
2018-04-01,,,,,,,,,,,0.0,-0.2042857142857143
2018-04-02,,,,,,,,,,,0.0,-0.0516666666666666
2018-04-03,,,,,,,,,,,0.0,0.0
2018-04-04,,1.1,0.28,0.23,0.73,,0.83,0.87,0.1,,0.5914285714285714,0.5914285714285714
2018-04-05,0.47,0.28,0.12,0.33,0.16,,0.16,0.2,0.28,0.23,0.25,-0.057499999999999996
2018-04-06,,0.35,0.79,1.75,0.51,,1.31,0.58,1.89,0.79,1.0257142857142858,0.15126984126984133
2018-04-07,,,,0.01,0.01,,0.01,0.0,0.67,0.04,0.14,0.14
2018-04-08,,,,0.02,0.0,,0.0,,0.0,0.0,0.005,0.005
2018-04-09,,,,0.0,0.12,,,0.24,0.0,,0.09,0.011999999999999997
2018-04-10,,,,,0.0,,,0.0,,,0.0,0.0
2018-04-11,,0.02,0.04,0.01,,,0.59,,0.0,0.01,0.1319999999999999,-0.5020000000000001
2018-04-12,,,,,,,,,,,0.0,0.0
2018-04-13,,,,,,,,,,,0.0,0.0
2018-04-14,0.28,1.06,1.06,0.61,0.26,0.16,1.05,0.32,1.26,0.15,0.6733333333333333,0.6733333333333333
2018-04-15,,,,0.19,0.1,,0.39,0.21,,1.19,0.2224999999999999,0.04583333333333328
2018-04-16,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-17,,,,,,,,,,,0.0,-0.495
2018-04-18,,,,,,,,,,,0.0,-0.2771428571428571
2018-04-19,,,,,,,,,,,0.0,-0.1725
2018-04-20,,,,,,,,,,,0.0,-0.0066666666666666
2018-04-21,,,,,,,,,,,0.0,-0.0325
2018-04-22,0.36,,,0.06,,0.2,0.01,,,,0.1575,0.1541666666666667
2018-04-23,2.2,2.05,1.18,1.24,1.93,1.54,0.55,1.72,0.24,0.14,1.4055555555555557,1.4055555555555557
2018-04-24,,1.1,0.75,2.09,1.12,1.61,1.22,0.98,1.5,3.57,1.29625,1.29625
2018-04-25,,,,0.11,0.0,,0.0,0.0,,0.04,0.0275,0.0275
2018-04-26,,,,0.0,,,,,,0.0,0.0,-0.0975
2018-04-27,,,,,,,,,,,0.0,0.0
2018-04-28,,,,,,,,,,,0.0,0.0
2018-04-29,,,,,,,,,,,0.0,0.0
2018-04-30,,,,,,,,,,,0.0,0.0
2018-05-01,,,,,,,,,,,0.0,0.0
2018-05-02,0.16,0.47,0.24,0.3,0.06,,0.28,0.2,0.55,0.59,0.2825,0.2825
2018-05-03,,0.25,0.0,0.0,0.41,,0.0,0.59,0.01,0.08,0.18,0.18
2018-05-04,,,,0.0,0.04,,,0.0,,0.0,0.0133333333333333,0.0133333333333333
2018-05-05,,,,0.0,0.0,,,,,,0.0,-0.04
2018-05-06,0.83,0.41,0.51,0.48,0.55,0.87,0.36,0.43,1.93,0.13,0.7077777777777777,0.6427777777777777
2018-05-07,,0.01,0.53,1.1,0.31,0.66,0.6,0.27,0.02,2.62,0.4375,0.4375
2018-05-08,,0.28,,0.16,0.0,,0.0,0.0,0.0,0.11,0.0733333333333333,0.0733333333333333
2018-05-09,,,,0.0,,,,,0.0,0.0,0.0,-0.2875
2018-05-10,,,,,,,,,,,0.0,-0.205
2018-05-11,,,,,,,,,,,0.0,-0.0425
2018-05-12,0.94,0.07,,,0.18,,0.25,0.09,,,0.306,0.061
2018-05-13,,0.02,0.12,1.06,1.1,,0.76,0.96,0.79,0.83,0.6871428571428572,0.6138095238095238
2018-05-14,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.1725
2018-05-15,,,,,,,,,,,0.0,0.0
2018-05-16,1.1,0.08,0.0,,0.28,,,0.38,,0.02,0.368,0.368
2018-05-17,1.97,1.06,,0.0,3.33,,,2.04,,0.2,1.6800000000000002,1.6800000000000002
2018-05-18,0.4,3.62,0.24,0.01,1.67,,0.39,2.42,0.24,0.25,1.12375,1.12375
2018-05-19,,,,0.02,0.02,,0.0,0.01,0.0,0.02,0.01,0.01
2018-05-20,,,,0.0,0.0,0.03,0.0,0.0,,0.0,0.006,0.006
2018-05-21,,,,,,,,,,,0.0,0.0
2018-05-22,,,,,,,,,,,0.0,0.0
2018-05-23,,0.12,0.83,0.39,0.75,,1.13,0.55,0.87,1.24,0.6628571428571428,0.6628571428571428
2018-05-24,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.2314285714285714
2018-05-25,,,,,,,,,,0.0,0.0,-0.002
2018-05-26,,,,,,,,,,,0.0,-0.16
2018-05-27,,0.0,,,,,,,,,0.0,-0.03
2018-05-28,,,,,,0.17,,,,,0.17,0.17
2018-05-29,,,,,,,,,,0.02,0.0,0.0
2018-05-30,,0.04,,,0.04,,,0.02,0.16,0.0,0.065,0.065
2018-05-31,,,,,0.0,,,0.0,,0.02,0.0,0.0
2018-06-01,,,,,,,,,,0.0,0.0,-0.07
2018-06-02,,,,,,,,,,,0.0,-0.0033333333333333
2018-06-03,,,,,,,,,,,0.0,-0.13
2018-06-04,,,,,,,,,,,0.0,0.0
2018-06-05,,,0.0,,,1.14,0.0,,0.0,0.11,0.285,0.285
2018-06-06,,,,,,,0.0,,,0.12,0.0,-0.075
2018-06-07,,,,,,,,,,0.0,0.0,-0.4962499999999999
2018-06-08,,,,,,,,,,,0.0,-0.03
2018-06-09,,0.0,,,,,,,0.0,,0.0,0.0
2018-06-10,,0.02,0.01,0.01,0.04,,0.03,,0.0,,0.0183333333333333,-0.05500000000000001
2018-06-11,,0.02,0.47,0.0,0.0,,0.0,,0.43,1.24,0.1533333333333333,0.1483333333333333
2018-06-12,,,,,0.2,,0.0,,0.08,0.26,0.0933333333333333,0.0933333333333333
2018-06-13,,,0.0,,0.0,,0.0,,,0.0,0.0,0.0
2018-06-14,0.91,,0.0,,1.1,,,0.03,,,0.51,-0.010000000000000009
2018-06-15,,,,,0.69,,,0.01,0.0,,0.2333333333333333,0.2333333333333333
2018-06-16,,,0.0,,0.0,,,0.0,,,0.0,-0.03
2018-06-17,,,,,,,,,,,0.0,0.0
2018-06-18,,,,,,,,,,,0.0,0.0
2018-06-19,,,,,,,,,,,0.0,0.0
2018-06-20,,,,0.36,,,0.09,,,0.29,0.2249999999999999,-0.22500000000000012
2018-06-21,,,,0.0,,,0.0,,,0.0,0.0,-0.098
2018-06-22,,,,,,,,,,,0.0,-0.08
2018-06-23,,,0.0,,,,,,,0.04,0.0,0.0
2018-06-24,,,,,,,,,,0.0,0.0,-0.09
2018-06-25,,,,,,,,,,,0.0,-0.058
2018-06-26,3.54,0.77,0.0,,0.47,,0.11,0.19,,0.04,0.8466666666666667,0.4866666666666667
2018-06-27,0.01,,2.01,0.98,0.0,0.71,0.0,0.0,0.47,0.0,0.5225,0.32249999999999995
2018-06-28,0.08,,0.59,4.24,0.0,1.34,0.01,,,4.13,1.0433333333333332,0.6483333333333332
2018-06-29,,,,0.26,1.3,,0.37,1.04,,1.52,0.7424999999999999,0.21916666666666662
2018-06-30,,,,0.0,0.0,1.69,0.0,0.0,0.04,0.06,0.2883333333333333,0.2533333333333333
2018-07-01,1.93,1.69,0.95,2.45,0.7,0.47,2.29,0.15,0.28,3.41,1.2122222222222223,1.128888888888889
2018-07-02,2.52,0.98,0.24,0.7,,,4.59,2.88,0.2,0.11,1.73,0.9125
2018-07-03,,0.1,1.34,0.01,1.56,0.08,0.45,2.76,0.67,0.3,0.87125,-1.597321428571429
2018-07-04,,0.79,0.98,0.0,0.0,,0.0,0.0,1.91,0.0,0.5257142857142857,-0.05999999999999994
2018-07-05,0.0,1.57,1.81,0.16,0.02,0.0,0.16,0.08,1.85,0.16,0.6277777777777778,0.49777777777777776
2018-07-06,,0.98,0.83,0.0,,1.54,0.87,0.02,1.18,0.16,0.7742857142857142,0.7676190476190476
2018-07-07,,0.2,0.08,,,,0.12,,0.08,0.06,0.12,-0.6516666666666666
2018-07-08,,,,,,0.05,0.0,,0.06,0.0,0.0366666666666666,-0.6895833333333333
2018-07-09,,,0.18,,0.01,,0.01,,0.22,0.04,0.105,-0.3383333333333333
2018-07-10,0.82,0.35,0.0,,1.15,,1.39,1.07,0.63,0.11,0.7728571428571428,0.14535714285714285
2018-07-11,,0.47,0.0,,0.14,,0.01,1.23,0.33,0.0,0.3633333333333333,-1.3195238095238098
2018-07-12,,,,,0.04,,0.0,0.04,,,0.0266666666666666,0.0266666666666666
2018-07-13,,,,,0.02,,,0.0,,,0.01,0.01
2018-07-14,,,,,0.0,,,,,,0.0,-0.43
2018-07-15,,,,,,,,,,,0.0,-0.5237499999999999
2018-07-16,,,,,,,,,,,0.0,-0.5800000000000001
2018-07-17,,,,,,,,,,,0.0,-0.0016666666666666
2018-07-18,,,,,,,,,,,0.0,-0.405
2018-07-19,,,,,,,,,,,0.0,0.0
2018-07-20,,,,,,,,,,,0.0,0.0
2018-07-21,,,,,,,,,,,0.0,0.0
2018-07-22,,,,,,,,,,,0.0,-0.2375
2018-07-23,,,,,,,,,,,0.0,-0.8879999999999999
2018-07-24,,,,,,,,,,,0.0,-0.812857142857143
2018-07-25,,,,,,,,,,,0.0,-0.4914285714285715
2018-07-26,,,,,,,,,,,0.0,0.0
2018-07-27,,,,,,,,,,,0.0,0.0
2018-07-28,,,,,,,0.1,,,,0.1,-0.33199999999999996
2018-07-29,,0.02,0.04,,0.3,,0.05,,,,0.1025,-0.20750000000000002
2018-07-30,,0.16,0.0,,0.0,,0.0,,,0.04,0.04,0.04
2018-07-31,,,,,,,,,,0.0,0.0,-0.204
2018-08-01,,,,,,,,,,,0.0,-0.525
2018-08-02,,,,,,,,,,,0.0,-0.005
2018-08-03,,,,,,0.04,,,,,0.04,0.04
2018-08-04,,,,,,,,,,,0.0,0.0
2018-08-05,,,,,0.08,,,,,,0.08,0.08
2018-08-06,,7.83,,,0.18,,,,0.6,,2.87,2.87
2018-08-07,,0.04,0.0,,0.08,,,,,,0.04,-0.1233333333333333
2018-08-08,,0.0,,,0.0,,,,,,0.0,-0.7274999999999999
2018-08-09,,0.02,,,,,,1.19,,,0.605,0.255
2018-08-10,,0.31,0.83,0.07,0.08,,,0.8,0.0,0.56,0.3483333333333333,-0.46916666666666684
2018-08-11,,,0.01,0.03,0.0,,,0.0,0.0,0.03,0.008,-0.747
2018-08-12,,,0.12,0.0,,,,0.02,0.0,0.0,0.0349999999999999,0.0349999999999999
2018-08-13,,,,,0.24,,0.0,0.28,,,0.1733333333333333,0.15333333333333332
2018-08-14,,,,,0.0,,0.0,0.0,,,0.0,-1.6783333333333337
2018-08-15,,,,,,,,,,,0.0,-1.5375
2018-08-16,,1.06,0.94,,0.04,0.39,,0.3,0.63,0.94,0.5599999999999999,-0.7912500000000006
2018-08-17,,0.01,0.0,,0.0,,,0.0,0.01,0.07,0.004,-0.13724999999999998
2018-08-18,,,,,,,,,,0.0,0.0,-0.19
2018-08-19,,,,,,,,,,,0.0,-0.3066666666666667
2018-08-20,,,,,,,,,,,0.0,-0.915
2018-08-21,1.07,,,,0.2,,,,,,0.635,-0.5235714285714286
2018-08-22,,,,,0.0,,,,,,0.0,-0.2816666666666667
2018-08-23,,0.02,0.28,0.15,0.0,11.73,0.01,,,0.01,2.0316666666666667,1.7988095238095239
2018-08-24,0.28,1.61,0.02,5.88,0.27,,0.8,0.74,0.16,0.22,1.22,0.6514285714285715
2018-08-25,,,0.08,0.0,0.14,,0.04,0.85,0.0,0.0,0.185,-0.8999999999999999
2018-08-26,,,2.64,0.65,0.0,,0.02,0.0,0.67,1.06,0.6633333333333333,0.6633333333333333
2018-08-27,0.4,2.72,1.1,1.13,0.65,,4.11,0.94,0.22,2.12,1.4087500000000002,1.4087500000000002
2018-08-28,,0.28,0.02,0.09,0.2,,6.46,0.48,0.19,0.17,1.1028571428571428,1.1028571428571428
2018-08-29,1.57,2.64,,0.0,3.82,,0.08,4.81,0.02,0.0,1.8485714285714283,1.4971428571428569
2018-08-30,,0.08,0.02,0.0,1.99,,1.28,4.91,0.03,0.03,1.187142857142857,1.1838095238095236
2018-08-31,,0.04,0.28,0.0,0.02,,3.0,0.02,0.59,0.0,0.5642857142857143,0.5542857142857143
2018-09-01,,0.0,0.01,1.97,0.0,0.35,0.29,0.0,0.0,4.2,0.3275,0.3125
2018-09-02,,,0.0,0.0,,,0.0,,,0.55,0.0,0.0
2018-09-03,,,0.13,,0.08,,,,0.2,2.34,0.1366666666666667,0.1366666666666667
2018-09-04,,2.13,0.35,3.14,1.28,,,1.34,0.63,0.04,1.4783333333333335,1.4783333333333335
2018-09-05,,,,0.0,0.0,,,0.0,,0.0,0.0,-0.29
2018-09-06,,,,,,,,,,,0.0,-0.2675
2018-09-07,,,0.14,0.59,0.06,,0.04,0.17,0.01,0.5,0.1683333333333333,-0.17880952380952378
2018-09-08,,,,0.0,0.0,,0.0,0.0,,0.12,0.0,0.0
2018-09-09,,,,,,,,,,0.0,0.0,0.0
2018-09-10,,0.28,,,,,,,0.0,,0.14,0.14
2018-09-11,,,,,,,,,,,0.0,-1.7275
2018-09-12,,,0.0,,,,,,,,0.0,-0.09
2018-09-13,,,0.04,0.35,,5.47,,,0.83,,1.6725,1.6625
2018-09-14,,,1.93,0.43,,,0.02,,0.12,1.09,0.625,0.625
2018-09-15,0.01,0.2,0.35,0.0,0.03,0.02,0.0,,0.04,0.0,0.08125,0.08125
2018-09-16,,,,,,,,,,,0.0,-0.01
2018-09-17,0.0,,0.0,,0.0,0.0,,,,,0.0,-0.4966666666666666
2018-09-18,,,,,,,,,,,0.0,0.0
2018-09-19,,,,0.09,,,,,,,0.09,0.09
2018-09-20,0.09,1.42,1.26,0.36,0.15,0.44,0.01,0.44,0.14,0.28,0.4788888888888888,0.27388888888888885
2018-09-21,0.55,1.26,1.61,0.65,0.69,0.13,0.89,0.56,0.32,0.17,0.74,0.74
2018-09-22,,,,0.18,0.33,,0.4,0.21,,1.07,0.2799999999999999,0.2799999999999999
2018-09-23,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2018-09-24,,,,0.0,,,,0.0,,,0.0,0.0
2018-09-25,,,,,,,,,,,0.0,0.0
2018-09-26,,0.43,,,,,,,,0.09,0.43,0.43
2018-09-27,,0.0,,,,,,,0.0,0.0,0.0,-0.64
2018-09-28,,,0.02,,,,,,,,0.02,-0.0342857142857142
2018-09-29,,,0.2,,,0.13,,,,0.17,0.165,0.165
2018-09-30,,,0.02,,,,,,0.6,1.81,0.31,0.31
2018-10-01,,,,,,0.0,0.06,,0.0,0.02,0.02,-0.5933333333333334
2018-10-02,,,,,,,0.01,,0.0,0.0,0.005,-0.9175
2018-10-03,,,,,,,0.0,,,,0.0,-0.13
2018-10-04,,,,,,,,,,,0.0,-0.03
2018-10-05,0.56,1.81,2.64,0.69,0.06,8.31,0.88,0.05,3.7,1.15,2.077777777777777,2.077777777777777
2018-10-06,2.13,6.1,7.44,4.55,3.13,,2.37,2.72,3.58,2.85,4.0025,3.4450000000000003
2018-10-07,0.23,,,0.0,0.43,,0.5,1.06,0.04,0.72,0.3766666666666667,0.2652380952380953
2018-10-08,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0
2018-10-09,,,,,,,,,,,0.0,0.0
2018-10-10,,,,0.01,0.28,,,0.23,0.0,,0.13,0.13
2018-10-11,,,,0.0,0.0,,,0.0,,,0.0,-0.505
2018-10-12,,,,0.0,,,,,0.0,,0.0,-0.3471428571428571
2018-10-13,,,,,,,,,,,0.0,-0.1766666666666666
2018-10-14,,,,,,,,,,,0.0,-0.0266666666666666
2018-10-15,,,,,,,,,,,0.0,-0.21
2018-10-16,,,,,,,,,,,0.0,-0.42
2018-10-17,,0.43,,,,,,,0.71,,0.57,0.57
2018-10-18,,1.14,,,,,,,0.98,,1.06,1.06
2018-10-19,,0.02,0.12,,,,,,,,0.0699999999999999,-0.0360000000000001
2018-10-20,,,,,,,,,,,0.0,0.0
2018-10-21,,,,,,,,,,,0.0,0.0
2018-10-22,,,,,,,,,,,0.0,0.0
2018-10-23,,,,,,,,,,,0.0,0.0
2018-10-24,,,,,0.2,,0.01,0.18,,,0.13,0.13
2018-10-25,,,,,0.0,,0.0,0.0,,,0.0,0.0
2018-10-26,0.55,,0.08,0.06,0.04,0.11,0.04,0.0,0.31,,0.14875,0.14875
2018-10-27,,,,0.13,0.39,,0.83,0.24,,0.15,0.3974999999999999,0.3974999999999999
2018-10-28,0.25,,,0.0,0.16,,0.0,0.03,,0.0,0.088,0.088
2018-10-29,,,0.0,0.0,0.06,,0.52,0.52,0.01,,0.185,0.185
2018-10-30,,,,,0.0,,0.0,0.0,0.04,,0.01,-0.145
2018-10-31,,,,,,,0.0,,0.47,,0.235,0.235
2018-11-01,,,,,,,,,0.0,,0.0,0.0
2018-11-02,,,,,,,,,,,0.0,0.0
2018-11-03,,,,,,,,,,,0.0,-0.105
2018-11-04,,,,,,,,,,,0.0,-0.3628571428571429
2018-11-05,,,,,,,,,,,0.0,0.0
2018-11-06,,,,,,,,,0.08,,0.08,0.08
2018-11-07,,0.22,,,0.08,,0.02,0.26,0.01,,0.118,0.118
2018-11-08,1.46,1.18,0.59,0.41,0.16,0.75,0.17,0.11,0.59,0.05,0.6022222222222222,0.5722222222222222
2018-11-09,,0.08,,0.65,2.4,,1.35,1.83,0.28,,1.0983333333333334,1.0983333333333334
2018-11-10,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0
2018-11-11,,,,,,,,,,,0.0,-0.1574999999999999
2018-11-12,,,0.0,0.34,,,,,0.0,0.15,0.1133333333333333,0.1133333333333333
2018-11-13,,0.2,,0.0,,,,,,0.0,0.1,0.1
2018-11-14,,0.24,,,,,,,0.02,0.0,0.13,0.035
2018-11-15,,,,,,,,,,,0.0,-0.01
2018-11-16,,,,0.16,,0.13,,,,,0.145,0.145
2018-11-17,,,,0.06,,,,,0.12,,0.09,0.09
2018-11-18,,,,0.0,,,,,0.35,,0.175,-0.22166666666666662
2018-11-19,,,,,,,,,0.0,,0.0,-0.13
2018-11-20,,,,,,,,,0.04,,0.04,0.010000000000000002
2018-11-21,,,,,0.05,,,,0.0,,0.025,-0.015
2018-11-22,,,,,0.0,,0.02,,0.0,,0.0066666666666666,-0.0083333333333334
2018-11-23,,,,,,,0.0,,0.13,,0.065,0.043000000000000003
2018-11-24,0.35,,,,0.36,,0.09,0.07,0.12,,0.198,0.13633333333333342
2018-11-25,,,,0.39,0.07,,0.31,0.23,,0.09,0.25,-0.030000000000000027
2018-11-26,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.2275
2018-11-27,,,,,,,,,,,0.0,0.0
2018-11-28,,,,,,,,,,,0.0,0.0
2018-11-29,,,,,,,,,,,0.0,-0.015
2018-11-30,,,,,,,,,,,0.0,-0.06
2018-12-01,,,,,,,,,,,0.0,-0.02
2018-12-02,,,,,,,,,,,0.0,0.0
2018-12-03,0.28,0.12,0.08,0.41,0.2,0.16,0.25,0.08,,0.68,0.1975,0.10750000000000001
2018-12-04,,0.55,0.79,0.43,0.37,0.7,0.83,0.46,0.55,0.8,0.585,0.5725
2018-12-05,,,,0.0,0.0,,0.0,0.02,0.98,0.3,0.2,-0.07250000000000001
2018-12-06,,0.2,0.17,0.24,,0.46,0.05,0.0,2.6,0.11,0.5314285714285715,0.5114285714285716
2018-12-07,,,,0.39,,,0.0,0.0,0.19,0.01,0.145,0.10499999999999998
2018-12-08,,,,0.09,,,,,0.0,0.0,0.045,-0.12100000000000001
2018-12-09,,,,0.0,,,,,0.2,,0.1,0.04000000000000001
2018-12-10,,,,0.0,,,,,0.03,,0.015,-0.16666666666666657
2018-12-11,,,0.12,,,0.79,,,0.16,0.01,0.3566666666666667,0.1446666666666667
2018-12-12,,,,0.04,,,0.12,0.07,1.57,0.1,0.45,0.3875
2018-12-13,0.16,,,0.0,0.02,,0.0,0.0,0.08,0.0,0.0433333333333333,0.0033333333333332993
2018-12-14,,,,,0.04,,0.0,0.02,1.14,,0.3,0.26
2018-12-15,,,,,0.0,,0.0,0.0,0.06,,0.015,-0.025
2018-12-16,0.02,,,0.01,,0.28,,,0.0,,0.0775,0.0741666666666667
2018-12-17,,,,0.0,0.02,,0.0,,0.03,0.17,0.0125,-0.115
2018-12-18,,,,,0.0,,0.0,,,0.0,0.0,-0.048
2018-12-19,,,,,,,0.07,,,,0.07,-0.0024999999999999883
2018-12-20,,,,,,0.87,0.0,,,,0.435,0.279
2018-12-21,,,,,,,,,,,0.0,-0.0533333333333333
2018-12-22,,,,,,,,,,,0.0,0.0
2018-12-23,,,0.08,0.08,,,,,0.39,0.14,0.1833333333333333,0.1833333333333333
2018-12-24,,,,0.0,,,,,0.16,0.0,0.08,-0.285
2018-12-25,,,,,,,,,,0.0,0.0,-0.416
2018-12-26,,,,0.02,,,,,,,0.02,0.016
2018-12-27,,,,0.0,,,,,0.31,,0.155,0.13
2018-12-28,,,,0.06,,,,,0.47,,0.265,0.265
2018-12-29,,,,0.13,,,,,0.3,,0.215,0.205
2018-12-30,,,,0.0,,,,,0.04,,0.02,0.02
2018-12-31,,,,0.0,,,,,,,0.0,-0.152
2019-01-01,,,,,,,,,,,0.0,-0.005
2019-01-02,,,,,,,0.0,,0.0,,0.0,0.0
2019-01-03,,,,,,,0.0,,,,0.0,-0.16
2019-01-04,,,,,,,,,,,0.0,-0.2
2019-01-05,,,,0.0,,,,,,,0.0,-0.04
2019-01-06,,,,0.0,,,,,0.12,,0.06,-0.06
2019-01-07,,,,,,,,,,,0.0,0.0
2019-01-08,,,,,,,,,,,0.0,-0.18
2019-01-09,,,,,,,,,0.12,,0.12,0.0683333333333334
2019-01-10,,,,,,,,,,,0.0,-0.0642857142857143
2019-01-11,,,,,,,,,,,0.0,-0.25
2019-01-12,,,0.51,0.09,,0.14,0.02,,0.43,0.02,0.238,-0.2945
2019-01-13,,,,0.0,,,0.0,,0.31,0.0,0.1033333333333333,-0.2686666666666667
2019-01-14,,,,,,,,,0.08,0.0,0.08,0.0766666666666667
2019-01-15,,,,,,,,,0.0,,0.0,-0.005
2019-01-16,,,,,,,0.01,0.01,0.12,,0.0466666666666666,0.0266666666666666
2019-01-17,,,,,,,0.0,0.0,,,0.0,-0.462
2019-01-18,,,,,,,,0.0,0.0,,0.0,-0.005
2019-01-19,,,,,,,,,,,0.0,0.0
2019-01-20,,,0.0,0.04,,,,,0.08,0.03,0.04,0.04
2019-01-21,,,,0.0,,,,,,0.0,0.0,0.0
2019-01-22,,,,,,,,0.02,0.0,,0.01,-0.034999999999999996
2019-01-23,,,,,,,,0.0,,,0.0,-0.072
2019-01-24,,,,,,,,,,,0.0,-0.085
2019-01-25,,,,,,,,,0.63,,0.63,0.445
2019-01-26,,0.0,,,,,,,0.01,,0.005,-0.22999999999999998
2019-01-27,,,,,,,,,,,0.0,-0.02
2019-01-28,,,,,,,0.03,0.02,0.0,,0.0166666666666666,0.0166666666666666
2019-01-29,,,,,,,0.0,0.0,0.0,,0.0,-0.0849999999999999
2019-01-30,,,,,,,,,,,0.0,-0.03
2019-01-31,,,0.24,0.21,,0.71,,,0.17,0.14,0.3324999999999999,0.275
2019-02-01,,,,0.19,,,,,0.08,0.31,0.135,0.135
2019-02-02,,,,0.0,0.01,,,,,0.0,0.005,-0.005
2019-02-03,0.79,0.39,0.03,0.29,0.35,0.39,0.74,0.31,1.14,0.62,0.4922222222222221,0.3947222222222221
2019-02-04,,,,0.05,0.28,,0.32,0.42,0.03,0.22,0.22,-0.11000000000000001
2019-02-05,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.2033333333333333
2019-02-06,,,,,,,,,,,0.0,-0.4733333333333333
2019-02-07,,0.1,,,0.02,0.14,,0.11,,,0.0925,-0.2975
2019-02-08,,,,,0.0,,,0.0,0.11,,0.0366666666666666,-0.27000000000000013
2019-02-09,,,,,,,,,0.51,,0.51,0.51
2019-02-10,,,,,,,,,0.14,,0.14,0.14
2019-02-11,,,,,,,,,0.3,,0.3,-0.09333333333333332
2019-02-12,,,,,,,,,0.0,,0.0,-0.0499999999999999
2019-02-13,,,,,,,,,0.15,,0.15,0.125
2019-02-14,,,0.04,,,,,,0.08,,0.06,0.06
2019-02-15,0.08,,0.03,,0.06,,,0.02,0.04,0.05,0.046,0.046
2019-02-16,,,,,0.04,,,0.06,0.2,0.0,0.1,0.1
2019-02-17,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019-02-18,,,,0.0,,,0.0,,,,0.0,0.0
2019-02-19,0.2,0.25,0.75,0.59,0.06,0.7,0.55,0.07,0.71,0.87,0.4311111111111111,0.4311111111111111
2019-02-20,,,,0.11,0.13,,0.19,0.17,0.0,0.26,0.12,0.12
2019-02-21,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.12
2019-02-22,,,,,,,,,,,0.0,0.0
2019-02-23,,,,,,,,,0.02,,0.02,-0.1266666666666667
2019-02-24,,,,,,,,,,,0.0,-0.005
2019-02-25,,,,,,,,,,,0.0,-0.01
2019-02-26,,,,,,,,,,,0.0,-0.01
2019-02-27,,,,0.12,,,,,,,0.12,0.12
2019-02-28,,,0.02,0.0,,,0.01,,0.04,,0.0175,-1.9924999999999997
2019-03-01,,,,,,,0.0,,,,0.0,-0.9542857142857144
2019-03-02,,,,,,,,,,,0.0,0.0
2019-03-03,,,,,,,,,,,0.0,0.0
2019-03-04,,,,,,,,,,,0.0,-0.0933333333333333
