???????????,,,,,,,,
,,,,,,,,
??? : 2015-01-01 ~ 2025-01-24 ?? : ??(??) USD [???? : 2025-01-31 13:57:07],,,,,,,,
??,1?,??????,10?,1??,2??,3??,6??,12??
2023-12-12,0.00600,0.00001,0.01896,0.02748,0.03886,0.04760,0.06731,0.09519
2023-12-11,0.00599,-0.00009,0.01894,0.02744,0.03881,0.04753,0.06722,0.09506
2023-12-08,0.00608,0.00002,0.01921,0.02784,0.03938,0.04823,0.06820,0.09645
2023-12-07,0.00606,0.00000,0.01915,0.02775,0.03924,0.04806,0.06797,0.09612
2023-12-06,0.00606,-0.00002,0.01917,0.02778,0.03928,0.04811,0.06804,0.09622
2023-12-05,0.00608,-0.00001,0.01923,0.02787,0.03942,0.04828,0.06827,0.09656
2023-12-04,0.00609,0.00000,0.01925,0.02790,0.03945,0.04832,0.06833,0.09663
2023-12-01,0.00609,0.00000,0.01927,0.02792,0.03949,0.04837,0.06840,0.09673
2023-11-30,0.00609,0.00001,0.01926,0.02791,0.03947,0.04834,0.06836,0.09668
2023-11-29,0.00608,-0.00009,0.01924,0.02788,0.03942,0.04828,0.06828,0.09656
2023-11-28,0.00617,0.00001,0.01952,0.02829,0.04000,0.04899,0.06929,0.09799
2023-11-27,0.00616,0.00000,0.01948,0.02823,0.03993,0.04890,0.06916,0.09780
2023-11-24,0.00616,-0.00005,0.01949,0.02824,0.03994,0.04892,0.06918,0.09784
2023-11-23,0.00621,-0.00001,0.01964,0.02847,0.04026,0.04931,0.06973,0.09861
2023-11-22,0.00622,-0.00007,0.01966,0.02849,0.04028,0.04934,0.06978,0.09868
2023-11-21,0.00629,-0.00001,0.01988,0.02881,0.04074,0.04990,0.07056,0.09979
2023-11-20,0.00630,-0.00001,0.01992,0.02887,0.04083,0.05000,0.07071,0.10000
2023-11-17,0.00631,0.00000,0.01996,0.02892,0.04090,0.05009,0.07084,0.10019
2023-11-16,0.00631,-0.00050,0.01995,0.02891,0.04089,0.05008,0.07082,0.10016
2023-11-15,0.00681,0.00007,0.02152,0.03119,0.04411,0.05403,0.07641,0.10805
2023-11-14,0.00674,-0.00002,0.02131,0.03089,0.04368,0.05350,0.07566,0.10700
2023-11-13,0.00676,-0.00004,0.02138,0.03098,0.04381,0.05366,0.07588,0.10731
2023-11-10,0.00680,-0.00007,0.02149,0.03114,0.04404,0.05394,0.07628,0.10787
2023-11-09,0.00687,0.00000,0.02171,0.03146,0.04449,0.05449,0.07706,0.10898
2023-11-08,0.00687,-0.00002,0.02173,0.03149,0.04454,0.05455,0.07714,0.10909
2023-11-07,0.00689,0.00003,0.02179,0.03157,0.04465,0.05468,0.07733,0.10937
2023-11-06,0.00686,0.00008,0.02168,0.03142,0.04444,0.05442,0.07697,0.10885
2023-11-03,0.00678,0.00005,0.02144,0.03107,0.04394,0.05382,0.07611,0.10764
2023-11-02,0.00673,0.00006,0.02127,0.03083,0.04360,0.05340,0.07551,0.10679
2023-11-01,0.00667,0.00002,0.02108,0.03054,0.04319,0.05290,0.07481,0.10580
2023-10-31,0.00665,-0.00003,0.02102,0.03046,0.04308,0.05277,0.07462,0.10553
2023-10-30,0.00668,0.00000,0.02114,0.03063,0.04332,0.05305,0.07503,0.10610
2023-10-27,0.00668,0.00000,0.02113,0.03063,0.04331,0.05305,0.07502,0.10609
2023-10-26,0.00668,-0.00003,0.02113,0.03062,0.04331,0.05304,0.07501,0.10608
2023-10-25,0.00671,0.00001,0.02122,0.03074,0.04348,0.05325,0.07531,0.10650
2023-10-24,0.00670,0.00001,0.02119,0.03071,0.04343,0.05319,0.07523,0.10638
2023-10-23,0.00669,-0.00001,0.02115,0.03065,0.04335,0.05310,0.07509,0.10619
2023-10-20,0.00670,0.00000,0.02120,0.03072,0.04345,0.05321,0.07525,0.10643
2023-10-19,0.00670,0.00000,0.02118,0.03069,0.04341,0.05316,0.07518,0.10633
2023-10-18,0.00670,0.00000,0.02117,0.03069,0.04340,0.05315,0.07516,0.10630
2023-10-17,0.00670,-0.00001,0.02118,0.03070,0.04342,0.05317,0.07520,0.10635
2023-10-16,0.00671,-0.00007,0.02121,0.03073,0.04346,0.05323,0.07528,0.10646
2023-10-13,0.00678,0.00003,0.02144,0.03107,0.04395,0.05382,0.07612,0.10765
2023-10-12,0.00675,-0.00002,0.02135,0.03094,0.04375,0.05358,0.07578,0.10716
2023-10-11,0.00677,-0.00001,0.02141,0.03103,0.04388,0.05374,0.07600,0.10748
2023-10-10,0.00678,0.00000,0.02143,0.03105,0.04391,0.05378,0.07606,0.10757
2023-10-06,0.00678,0.00000,0.02144,0.03107,0.04394,0.05381,0.07610,0.10763
2023-10-05,0.00678,0.00000,0.02143,0.03105,0.04392,0.05379,0.07607,0.10757
2023-10-04,0.00678,-0.00005,0.02145,0.03108,0.04396,0.05384,0.07613,0.10767
2023-09-27,0.00683,0.00000,0.02159,0.03128,0.04424,0.05419,0.07663,0.10837
2023-09-26,0.00683,-0.00002,0.02161,0.03131,0.04428,0.05423,0.07670,0.10847
2023-09-25,0.00685,-0.00001,0.02167,0.03140,0.04441,0.05439,0.07692,0.10879
2023-09-22,0.00686,-0.00002,0.02169,0.03143,0.04445,0.05444,0.07700,0.10889
2023-09-21,0.00688,0.00003,0.02177,0.03154,0.04461,0.05463,0.07726,0.10926
2023-09-20,0.00685,0.00000,0.02168,0.03141,0.04442,0.05441,0.07694,0.10881
2023-09-19,0.00685,-0.00001,0.02168,0.03141,0.04442,0.05441,0.07694,0.10881
2023-09-18,0.00686,0.00001,0.02168,0.03141,0.04443,0.05441,0.07695,0.10882
2023-09-15,0.00685,-0.00001,0.02168,0.03141,0.04442,0.05441,0.07694,0.10881
2023-09-14,0.00686,-0.00003,0.02168,0.03142,0.04443,0.05441,0.07695,0.10883
2023-09-13,0.00689,-0.00002,0.02180,0.03159,0.04468,0.05472,0.07738,0.10943
2023-09-12,0.00691,0.00001,0.02184,0.03164,0.04475,0.05481,0.07751,0.10961
2023-09-11,0.00690,-0.00002,0.02183,0.03164,0.04475,0.05480,0.07750,0.10961
2023-09-08,0.00692,0.00000,0.02187,0.03169,0.04481,0.05489,0.07762,0.10977
2023-09-07,0.00692,-0.00002,0.02188,0.03171,0.04484,0.05492,0.07767,0.10985
2023-09-06,0.00694,0.00000,0.02194,0.03179,0.04496,0.05507,0.07787,0.11013
2023-09-05,0.00694,0.00001,0.02195,0.03181,0.04499,0.05510,0.07793,0.11021
2023-09-04,0.00693,0.00000,0.02190,0.03174,0.04489,0.05497,0.07775,0.10995
2023-09-01,0.00693,0.00000,0.02190,0.03174,0.04489,0.05497,0.07774,0.10995
2023-08-31,0.00693,-0.00005,0.02190,0.03174,0.04488,0.05497,0.07774,0.10994
2023-08-30,0.00698,0.00000,0.02206,0.03196,0.04520,0.05536,0.07829,0.11072
2023-08-29,0.00698,0.00000,0.02206,0.03197,0.04521,0.05537,0.07830,0.11073
2023-08-28,0.00698,0.00000,0.02208,0.03199,0.04524,0.05541,0.07836,0.11082
2023-08-25,0.00698,0.00000,0.02207,0.03198,0.04523,0.05540,0.07834,0.11079
2023-08-24,0.00698,0.00001,0.02207,0.03198,0.04523,0.05540,0.07834,0.11079
2023-08-23,0.00697,0.00000,0.02204,0.03193,0.04516,0.05531,0.07822,0.11062
2023-08-22,0.00697,-0.00001,0.02204,0.03194,0.04518,0.05533,0.07825,0.11066
2023-08-21,0.00698,0.00000,0.02207,0.03198,0.04522,0.05538,0.07832,0.11077
2023-08-18,0.00698,-0.00001,0.02207,0.03198,0.04522,0.05539,0.07833,0.11078
2023-08-17,0.00699,0.00000,0.02209,0.03201,0.04527,0.05544,0.07841,0.11089
2023-08-16,0.00699,-0.00001,0.02209,0.03201,0.04527,0.05545,0.07841,0.11089
2023-08-14,0.00700,0.00000,0.02213,0.03207,0.04535,0.05555,0.07855,0.11109
2023-08-11,0.00700,0.00003,0.02212,0.03206,0.04533,0.05552,0.07852,0.11104
2023-08-10,0.00697,-0.00001,0.02204,0.03194,0.04517,0.05532,0.07824,0.11064
2023-08-09,0.00698,-0.00002,0.02206,0.03197,0.04521,0.05538,0.07831,0.11075
2023-08-08,0.00700,0.00003,0.02213,0.03206,0.04535,0.05554,0.07854,0.11107
2023-08-07,0.00697,0.00000,0.02205,0.03196,0.04519,0.05535,0.07828,0.11070
2023-08-04,0.00697,0.00001,0.02205,0.03195,0.04518,0.05534,0.07826,0.11067
2023-08-03,0.00696,0.00000,0.02201,0.03189,0.04510,0.05524,0.07812,0.11047
2023-08-02,0.00696,0.00002,0.02200,0.03188,0.04509,0.05522,0.07810,0.11045
2023-08-01,0.00694,0.00000,0.02195,0.03180,0.04498,0.05509,0.07791,0.11018
2023-07-31,0.00694,0.00000,0.02194,0.03180,0.04497,0.05508,0.07789,0.11015
2023-07-28,0.00694,0.00000,0.02195,0.03181,0.04498,0.05509,0.07791,0.11018
2023-07-27,0.00694,0.00000,0.02195,0.03181,0.04498,0.05509,0.07791,0.11018
2023-07-26,0.00694,0.00001,0.02193,0.03178,0.04495,0.05505,0.07785,0.11010
2023-07-25,0.00693,0.00000,0.02193,0.03178,0.04494,0.05504,0.07784,0.11008
2023-07-24,0.00693,0.00000,0.02192,0.03176,0.04492,0.05501,0.07780,0.11003
2023-07-21,0.00693,0.00003,0.02191,0.03176,0.04491,0.05500,0.07779,0.11001
2023-07-20,0.00690,-0.00001,0.02182,0.03162,0.04472,0.05477,0.07745,0.10954
2023-07-19,0.00691,-0.00002,0.02185,0.03167,0.04479,0.05485,0.07757,0.10971
2023-07-18,0.00693,-0.00001,0.02192,0.03176,0.04492,0.05502,0.07781,0.11004
2023-07-17,0.00694,-0.00001,0.02194,0.03179,0.04496,0.05507,0.07788,0.11014
2023-07-14,0.00695,0.00000,0.02196,0.03183,0.04501,0.05513,0.07797,0.11026
2023-07-13,0.00695,0.00006,0.02197,0.03184,0.04503,0.05515,0.07800,0.11030
2023-07-12,0.00689,0.00000,0.02179,0.03158,0.04466,0.05470,0.07735,0.10939
2023-07-11,0.00689,0.00001,0.02178,0.03156,0.04464,0.05467,0.07732,0.10934
2023-07-10,0.00688,0.00000,0.02174,0.03151,0.04456,0.05457,0.07718,0.10914
2023-07-07,0.00688,-0.00002,0.02174,0.03151,0.04456,0.05458,0.07719,0.10916
2023-07-06,0.00690,0.00000,0.02183,0.03163,0.04473,0.05479,0.07748,0.10957
2023-07-05,0.00690,0.00000,0.02182,0.03162,0.04472,0.05477,0.07746,0.10954
2023-07-04,0.00690,0.00001,0.02182,0.03162,0.04472,0.05477,0.07746,0.10954
2023-07-03,0.00689,0.00001,0.02180,0.03159,0.04468,0.05472,0.07739,0.10945
2023-06-30,0.00688,0.00000,0.02177,0.03155,0.04461,0.05464,0.07727,0.10928
2023-06-29,0.00688,-0.00001,0.02176,0.03153,0.04459,0.05462,0.07724,0.10923
2023-06-28,0.00689,-0.00001,0.02180,0.03158,0.04467,0.05471,0.07737,0.10941
2023-06-27,0.00690,0.00000,0.02183,0.03163,0.04473,0.05478,0.07747,0.10956
2023-06-26,0.00690,-0.00002,0.02181,0.03161,0.04471,0.05476,0.07744,0.10951
2023-06-23,0.00692,0.00004,0.02188,0.03171,0.04485,0.05493,0.07768,0.10986
2023-06-22,0.00688,0.00000,0.02176,0.03154,0.04460,0.05463,0.07725,0.10925
2023-06-21,0.00688,0.00000,0.02176,0.03154,0.04460,0.05462,0.07725,0.10925
2023-06-20,0.00688,0.00001,0.02175,0.03152,0.04457,0.05459,0.07720,0.10917
2023-06-19,0.00687,0.00001,0.02174,0.03150,0.04455,0.05456,0.07716,0.10912
2023-06-16,0.00686,0.00000,0.02170,0.03145,0.04448,0.05448,0.07704,0.10895
2023-06-15,0.00686,-0.00004,0.02168,0.03142,0.04444,0.05442,0.07697,0.10885
2023-06-14,0.00690,-0.00005,0.02182,0.03162,0.04472,0.05477,0.07745,0.10953
2023-06-13,0.00695,0.00002,0.02196,0.03183,0.04501,0.05513,0.07796,0.11025
2023-06-12,0.00693,0.00002,0.02190,0.03174,0.04489,0.05498,0.07775,0.10995
2023-06-09,0.00691,-0.00001,0.02186,0.03168,0.04480,0.05487,0.07760,0.10975
2023-06-08,0.00692,-0.00001,0.02190,0.03173,0.04488,0.05496,0.07773,0.10993
2023-06-07,0.00693,-0.00002,0.02191,0.03175,0.04490,0.05500,0.07778,0.10999
2023-06-05,0.00695,0.00000,0.02197,0.03184,0.04503,0.05515,0.07800,0.11030
2023-06-02,0.00695,0.00002,0.02196,0.03183,0.04501,0.05513,0.07796,0.11026
2023-06-01,0.00693,-0.00002,0.02190,0.03174,0.04489,0.05498,0.07775,0.10995
2023-05-31,0.00695,0.00000,0.02198,0.03185,0.04505,0.05517,0.07803,0.11035
2023-05-30,0.00695,0.00001,0.02198,0.03185,0.04504,0.05516,0.07801,0.11033
2023-05-26,0.00694,0.00000,0.02196,0.03182,0.04500,0.05511,0.07794,0.11023
2023-05-25,0.00694,0.00001,0.02196,0.03182,0.04500,0.05511,0.07794,0.11023
2023-05-24,0.00693,-0.00003,0.02193,0.03177,0.04493,0.05503,0.07783,0.11007
2023-05-23,0.00696,-0.00002,0.02200,0.03187,0.04508,0.05521,0.07808,0.11042
2023-05-22,0.00698,0.00001,0.02207,0.03199,0.04524,0.05540,0.07835,0.11081
2023-05-19,0.00697,-0.00001,0.02204,0.03194,0.04517,0.05532,0.07823,0.11064
2023-05-18,0.00698,0.00000,0.02209,0.03201,0.04527,0.05544,0.07840,0.11088
2023-05-17,0.00698,-0.00001,0.02209,0.03201,0.04527,0.05544,0.07840,0.11088
2023-05-16,0.00699,-0.00005,0.02211,0.03205,0.04532,0.05551,0.07850,0.11101
2023-05-15,0.00704,0.00000,0.02226,0.03226,0.04562,0.05587,0.07901,0.11174
2023-05-12,0.00704,0.00001,0.02226,0.03225,0.04561,0.05587,0.07901,0.11173
2023-05-11,0.00703,-0.00001,0.02223,0.03222,0.04556,0.05580,0.07891,0.11160
2023-05-10,0.00704,0.00000,0.02226,0.03226,0.04562,0.05588,0.07902,0.11176
2023-05-09,0.00704,0.00000,0.02226,0.03226,0.04563,0.05588,0.07903,0.11177
2023-05-08,0.00704,0.00000,0.02226,0.03226,0.04562,0.05588,0.07902,0.11176
2023-05-04,0.00704,0.00001,0.02226,0.03226,0.04562,0.05587,0.07902,0.11175
2023-05-03,0.00703,-0.00003,0.02224,0.03222,0.04557,0.05581,0.07893,0.11162
2023-05-02,0.00706,0.00000,0.02231,0.03233,0.04573,0.05600,0.07920,0.11200
2023-04-28,0.00706,-0.00003,0.02234,0.03238,0.04579,0.05608,0.07930,0.11215
2023-04-27,0.00709,0.00000,0.02242,0.03248,0.04594,0.05626,0.07957,0.11253
2023-04-26,0.00709,-0.00001,0.02241,0.03248,0.04594,0.05626,0.07956,0.11252
2023-04-25,0.00710,0.00000,0.02244,0.03252,0.04600,0.05633,0.07967,0.11267
2023-04-24,0.00710,0.00000,0.02247,0.03256,0.04604,0.05639,0.07975,0.11278
2023-04-21,0.00710,-0.00001,0.02245,0.03254,0.04602,0.05636,0.07971,0.11272
2023-04-20,0.00711,0.00001,0.02247,0.03256,0.04605,0.05640,0.07976,0.11279
2023-04-19,0.00710,0.00004,0.02244,0.03252,0.04599,0.05632,0.07965,0.11264
2023-04-18,0.00706,0.00000,0.02232,0.03234,0.04574,0.05602,0.07922,0.11204
2023-04-17,0.00706,0.00002,0.02231,0.03233,0.04573,0.05600,0.07920,0.11200
2023-04-14,0.00704,0.00000,0.02228,0.03228,0.04565,0.05591,0.07907,0.11182
2023-04-13,0.00704,0.00004,0.02225,0.03224,0.04560,0.05585,0.07898,0.11169
2023-04-12,0.00700,0.00000,0.02212,0.03206,0.04534,0.05553,0.07853,0.11105
2023-04-11,0.00700,-0.00001,0.02213,0.03208,0.04536,0.05556,0.07857,0.11112
2023-04-10,0.00701,0.00000,0.02216,0.03211,0.04541,0.05561,0.07865,0.11123
2023-04-07,0.00701,0.00000,0.02216,0.03211,0.04541,0.05562,0.07865,0.11123
2023-04-06,0.00701,0.00000,0.02217,0.03212,0.04542,0.05563,0.07868,0.11127
2023-04-05,0.00701,0.00000,0.02216,0.03211,0.04540,0.05561,0.07864,0.11122
2023-04-04,0.00701,0.00000,0.02216,0.03211,0.04541,0.05562,0.07866,0.11124
2023-04-03,0.00701,0.00002,0.02216,0.03212,0.04542,0.05563,0.07867,0.11126
2023-03-31,0.00699,-0.00001,0.02210,0.03202,0.04529,0.05547,0.07844,0.11093
2023-03-30,0.00700,-0.00001,0.02213,0.03207,0.04536,0.05555,0.07856,0.11110
2023-03-29,0.00701,0.00000,0.02216,0.03211,0.04541,0.05562,0.07866,0.11124
2023-03-28,0.00701,-0.00001,0.02217,0.03213,0.04544,0.05566,0.07871,0.11132
2023-03-27,0.00702,-0.00001,0.02219,0.03216,0.04548,0.05570,0.07877,0.11140
2023-03-24,0.00703,0.00004,0.02222,0.03221,0.04555,0.05578,0.07889,0.11156
2023-03-23,0.00699,0.00008,0.02209,0.03201,0.04528,0.05545,0.07842,0.11090
2023-03-22,0.00691,0.00000,0.02185,0.03166,0.04478,0.05484,0.07756,0.10968
2023-03-21,0.00691,0.00000,0.02185,0.03166,0.04478,0.05484,0.07756,0.10968
2023-03-20,0.00691,-0.00010,0.02184,0.03165,0.04476,0.05482,0.07753,0.10965
2023-03-17,0.00701,-0.00002,0.02215,0.03211,0.04540,0.05561,0.07864,0.11122
2023-03-16,0.00703,-0.00001,0.02222,0.03220,0.04554,0.05577,0.07887,0.11154
2023-03-15,0.00704,0.00000,0.02225,0.03225,0.04561,0.05586,0.07899,0.11171
2023-03-14,0.00704,-0.00001,0.02225,0.03225,0.04560,0.05585,0.07899,0.11171
2023-03-13,0.00705,0.00003,0.02228,0.03228,0.04566,0.05592,0.07908,0.11184
2023-03-10,0.00702,0.00000,0.02220,0.03217,0.04549,0.05572,0.07880,0.11144
2023-03-09,0.00702,-0.00004,0.02221,0.03219,0.04553,0.05576,0.07885,0.11152
2023-03-08,0.00706,0.00004,0.02231,0.03233,0.04572,0.05600,0.07919,0.11200
2023-03-07,0.00702,0.00000,0.02221,0.03219,0.04552,0.05575,0.07884,0.11150
2023-03-06,0.00702,-0.00001,0.02221,0.03219,0.04552,0.05575,0.07884,0.11150
2023-03-03,0.00703,0.00002,0.02222,0.03220,0.04554,0.05578,0.07889,0.11156
2023-03-02,0.00701,0.00002,0.02218,0.03214,0.04545,0.05566,0.07872,0.11133
2023-02-28,0.00699,-0.00003,0.02211,0.03204,0.04531,0.05549,0.07848,0.11099
2023-02-27,0.00702,0.00003,0.02219,0.03216,0.04548,0.05570,0.07877,0.11140
2023-02-24,0.00699,0.00001,0.02210,0.03203,0.04530,0.05548,0.07846,0.11096
2023-02-23,0.00698,0.00001,0.02207,0.03198,0.04523,0.05539,0.07834,0.11079
2023-02-22,0.00697,0.00000,0.02205,0.03196,0.04519,0.05535,0.07828,0.11070
2023-02-21,0.00697,0.00000,0.02205,0.03195,0.04518,0.05534,0.07826,0.11067
2023-02-20,0.00697,0.00000,0.02204,0.03194,0.04517,0.05532,0.07823,0.11064
2023-02-17,0.00697,0.00004,0.02203,0.03192,0.04514,0.05529,0.07819,0.11058
2023-02-16,0.00693,0.00000,0.02192,0.03176,0.04492,0.05502,0.07781,0.11004
2023-02-15,0.00693,0.00004,0.02192,0.03176,0.04492,0.05501,0.07780,0.11003
2023-02-14,0.00689,0.00002,0.02178,0.03156,0.04464,0.05467,0.07731,0.10934
2023-02-13,0.00687,0.00002,0.02173,0.03149,0.04454,0.05455,0.07714,0.10910
2023-02-10,0.00685,0.00000,0.02166,0.03138,0.04438,0.05436,0.07688,0.10872
2023-02-09,0.00685,0.00000,0.02165,0.03137,0.04436,0.05433,0.07684,0.10867
2023-02-08,0.00685,0.00000,0.02165,0.03137,0.04436,0.05433,0.07684,0.10866
2023-02-07,0.00685,-0.00001,0.02167,0.03140,0.04440,0.05438,0.07691,0.10877
2023-02-06,0.00686,0.00010,0.02168,0.03142,0.04444,0.05443,0.07697,0.10886
2023-02-03,0.00676,0.00001,0.02137,0.03097,0.04379,0.05364,0.07585,0.10728
2023-02-02,0.00675,0.00001,0.02135,0.03094,0.04376,0.05360,0.07580,0.10720
2023-02-01,0.00674,0.00000,0.02132,0.03089,0.04369,0.05351,0.07567,0.10701
2023-01-31,0.00674,0.00001,0.02130,0.03087,0.04366,0.05347,0.07561,0.10694
2023-01-30,0.00673,0.00001,0.02128,0.03084,0.04361,0.05341,0.07553,0.10682
2023-01-27,0.00672,0.00000,0.02126,0.03081,0.04358,0.05337,0.07548,0.10674
2023-01-26,0.00672,0.00000,0.02126,0.03081,0.04358,0.05337,0.07548,0.10674
2023-01-25,0.00672,0.00000,0.02127,0.03082,0.04358,0.05337,0.07548,0.10675
2023-01-20,0.00672,-0.00001,0.02126,0.03081,0.04358,0.05337,0.07548,0.10674
2023-01-19,0.00673,0.00001,0.02127,0.03082,0.04359,0.05338,0.07550,0.10677
2023-01-18,0.00672,-0.00001,0.02127,0.03082,0.04358,0.05338,0.07549,0.10675
2023-01-17,0.00673,0.00000,0.02128,0.03084,0.04361,0.05341,0.07553,0.10682
2023-01-16,0.00673,0.00000,0.02128,0.03084,0.04361,0.05341,0.07554,0.10682
2023-01-13,0.00673,0.00000,0.02129,0.03086,0.04364,0.05344,0.07558,0.10689
2023-01-12,0.00673,0.00000,0.02128,0.03084,0.04361,0.05341,0.07553,0.10682
2023-01-11,0.00673,0.00000,0.02128,0.03084,0.04361,0.05341,0.07553,0.10682
2023-01-10,0.00673,0.00000,0.02129,0.03086,0.04364,0.05344,0.07558,0.10689
2023-01-09,0.00673,0.00013,0.02129,0.03085,0.04363,0.05344,0.07557,0.10688
2023-01-06,0.00660,0.00000,0.02086,0.03022,0.04274,0.05235,0.07404,0.10470
2023-01-05,0.00660,0.00000,0.02086,0.03022,0.04274,0.05235,0.07403,0.10470
2023-01-04,0.00660,0.00001,0.02086,0.03022,0.04274,0.05235,0.07403,0.10469
2023-01-03,0.00659,0.00000,0.02084,0.03020,0.04271,0.05230,0.07397,0.10461
2023-01-02,0.00659,0.00003,0.02083,0.03018,0.04268,0.05228,0.07393,0.10456
2022-12-30,0.00656,0.00000,0.02076,0.03008,0.04254,0.05211,0.07369,0.10421
2022-12-29,0.00656,0.00001,0.02074,0.03005,0.04250,0.05205,0.07361,0.10409
2022-12-28,0.00655,-0.00001,0.02072,0.03003,0.04247,0.05202,0.07357,0.10404
2022-12-27,0.00656,0.00001,0.02074,0.03006,0.04251,0.05206,0.07362,0.10412
2022-12-26,0.00655,0.00000,0.02072,0.03003,0.04247,0.05202,0.07356,0.10404
2022-12-23,0.00655,-0.00001,0.02071,0.03001,0.04244,0.05198,0.07350,0.10395
2022-12-22,0.00656,0.00002,0.02074,0.03005,0.04250,0.05205,0.07361,0.10411
2022-12-21,0.00654,0.00000,0.02068,0.02997,0.04239,0.05192,0.07342,0.10383
2022-12-20,0.00654,0.00005,0.02069,0.02999,0.04241,0.05194,0.07346,0.10389
2022-12-19,0.00649,0.00002,0.02053,0.02976,0.04208,0.05154,0.07289,0.10308
2022-12-16,0.00647,0.00000,0.02047,0.02966,0.04195,0.05138,0.07266,0.10276
2022-12-15,0.00647,0.00005,0.02047,0.02966,0.04195,0.05138,0.07266,0.10276
2022-12-14,0.00642,0.00004,0.02031,0.02943,0.04163,0.05098,0.07210,0.10197
2022-12-13,0.00638,0.00000,0.02018,0.02925,0.04136,0.05066,0.07164,0.10132
2022-12-12,0.00638,0.00000,0.02019,0.02925,0.04137,0.05066,0.07165,0.10133
2022-12-09,0.00638,0.00005,0.02019,0.02926,0.04138,0.05067,0.07166,0.10135
2022-12-08,0.00633,-0.00001,0.02002,0.02902,0.04104,0.05026,0.07108,0.10052
2022-12-07,0.00634,-0.00001,0.02006,0.02907,0.04111,0.05035,0.07120,0.10069
2022-12-06,0.00635,0.00007,0.02008,0.02911,0.04116,0.05041,0.07129,0.10083
2022-12-05,0.00628,0.00000,0.01985,0.02876,0.04068,0.04982,0.07045,0.09963
2022-12-02,0.00628,0.00001,0.01985,0.02877,0.04069,0.04983,0.07047,0.09966
2022-12-01,0.00627,0.00002,0.01982,0.02872,0.04062,0.04975,0.07036,0.09951
2022-11-30,0.00625,0.00002,0.01977,0.02864,0.04051,0.04961,0.07016,0.09923
2022-11-29,0.00623,0.00001,0.01970,0.02854,0.04036,0.04943,0.06991,0.09887
2022-11-28,0.00622,0.00000,0.01967,0.02851,0.04032,0.04938,0.06983,0.09876
2022-11-25,0.00622,-0.00001,0.01967,0.02851,0.04032,0.04938,0.06984,0.09877
2022-11-24,0.00623,0.00008,0.01970,0.02855,0.04038,0.04945,0.06994,0.09891
2022-11-23,0.00615,0.00000,0.01946,0.02820,0.03988,0.04884,0.06907,0.09768
2022-11-22,0.00615,0.00000,0.01946,0.02820,0.03987,0.04884,0.06906,0.09767
2022-11-21,0.00615,0.00006,0.01944,0.02817,0.03984,0.04879,0.06900,0.09758
2022-11-18,0.00609,0.00001,0.01926,0.02791,0.03947,0.04834,0.06837,0.09669
2022-11-17,0.00608,0.00008,0.01924,0.02787,0.03942,0.04828,0.06828,0.09656
2022-11-16,0.00600,0.00001,0.01897,0.02749,0.03887,0.04761,0.06733,0.09522
2022-11-15,0.00599,0.00002,0.01894,0.02745,0.03881,0.04754,0.06723,0.09508
2022-11-14,0.00597,-0.00001,0.01888,0.02736,0.03869,0.04739,0.06702,0.09478
2022-11-11,0.00598,0.00061,0.01892,0.02742,0.03878,0.04750,0.06717,0.09499
2022-11-10,0.00537,0.00003,0.01699,0.02462,0.03482,0.04265,0.06031,0.08529
2022-11-09,0.00534,0.00003,0.01690,0.02449,0.03463,0.04242,0.05999,0.08483
2022-11-08,0.00531,0.00005,0.01679,0.02433,0.03441,0.04214,0.05959,0.08428
2022-11-07,0.00526,0.00011,0.01664,0.02411,0.03409,0.04176,0.05905,0.08351
2022-11-04,0.00515,0.00000,0.01628,0.02359,0.03336,0.04086,0.05778,0.08172
2022-11-03,0.00515,0.00002,0.01627,0.02358,0.03335,0.04085,0.05776,0.08169
2022-11-02,0.00513,0.00000,0.01621,0.02350,0.03323,0.04070,0.05755,0.08139
2022-11-01,0.00513,0.00002,0.01622,0.02350,0.03324,0.04071,0.05757,0.08142
2022-10-31,0.00511,-0.00001,0.01616,0.02342,0.03312,0.04056,0.05737,0.08113
2022-10-28,0.00512,0.00000,0.01618,0.02345,0.03316,0.04061,0.05744,0.08123
2022-10-27,0.00512,-0.00001,0.01620,0.02348,0.03320,0.04066,0.05751,0.08133
2022-10-26,0.00513,0.00006,0.01621,0.02349,0.03322,0.04069,0.05754,0.08138
2022-10-25,0.00507,0.00000,0.01604,0.02324,0.03286,0.04025,0.05692,0.08050
2022-10-24,0.00507,-0.00002,0.01602,0.02321,0.03283,0.04021,0.05686,0.08041
2022-10-21,0.00509,0.00003,0.01611,0.02334,0.03301,0.04043,0.05717,0.08085
2022-10-20,0.00506,0.00000,0.01600,0.02319,0.03279,0.04016,0.05680,0.08033
2022-10-19,0.00506,-0.00002,0.01601,0.02320,0.03281,0.04019,0.05683,0.08038
2022-10-18,0.00508,0.00002,0.01607,0.02328,0.03292,0.04032,0.05703,0.08065
2022-10-17,0.00506,0.00000,0.01601,0.02320,0.03281,0.04018,0.05683,0.08037
2022-10-14,0.00506,0.00000,0.01601,0.02320,0.03281,0.04018,0.05683,0.08036
2022-10-13,0.00506,-0.00001,0.01600,0.02319,0.03280,0.04017,0.05680,0.08033
2022-10-12,0.00507,-0.00001,0.01603,0.02323,0.03285,0.04024,0.05690,0.08047
2022-10-11,0.00508,0.00009,0.01606,0.02327,0.03291,0.04031,0.05700,0.08062
