???????????,,,,,,,,
,,,,,,,,
??? : 2015-01-01 ~ 2025-01-24 ?? : ??(??) USD [???? : 2025-01-31 13:57:07],,,,,,,,
??,1?,??????,10?,1??,2??,3??,6??,12??
2020-02-13,0.00399,0.00000,0.01262,0.01829,0.02587,0.03168,0.04480,0.06336
2020-02-12,0.00399,-0.00001,0.01262,0.01829,0.02587,0.03168,0.04480,0.06336
2020-02-11,0.00400,-0.00001,0.01266,0.01834,0.02594,0.03177,0.04493,0.06354
2020-02-10,0.00401,0.00000,0.01267,0.01835,0.02596,0.03179,0.04496,0.06358
2020-02-07,0.00401,0.00004,0.01267,0.01836,0.02596,0.03179,0.04496,0.06358
2020-02-06,0.00397,0.00000,0.01256,0.01820,0.02574,0.03153,0.04459,0.06306
2020-02-05,0.00397,0.00000,0.01256,0.01820,0.02574,0.03152,0.04458,0.06305
2020-02-04,0.00397,-0.00001,0.01256,0.01820,0.02574,0.03153,0.04458,0.06305
2020-02-03,0.00398,0.00000,0.01258,0.01822,0.02577,0.03157,0.04464,0.06313
2020-01-31,0.00398,0.00000,0.01258,0.01823,0.02578,0.03157,0.04465,0.06314
2020-01-30,0.00398,0.00002,0.01258,0.01822,0.02577,0.03156,0.04464,0.06313
2020-01-29,0.00396,-0.00002,0.01251,0.01812,0.02563,0.03139,0.04440,0.06279
2020-01-28,0.00398,0.00005,0.01259,0.01825,0.02581,0.03161,0.04470,0.06322
2020-01-23,0.00393,0.00000,0.01244,0.01802,0.02549,0.03121,0.04414,0.06243
2020-01-22,0.00393,0.00000,0.01244,0.01802,0.02549,0.03121,0.04414,0.06243
2020-01-21,0.00393,0.00001,0.01244,0.01802,0.02549,0.03122,0.04415,0.06243
2020-01-20,0.00392,-0.00002,0.01239,0.01796,0.02539,0.03110,0.04398,0.06220
2020-01-17,0.00394,0.00000,0.01245,0.01804,0.02552,0.03125,0.04419,0.06250
2020-01-16,0.00394,0.00000,0.01247,0.01807,0.02556,0.03130,0.04427,0.06260
2020-01-15,0.00394,-0.00001,0.01247,0.01807,0.02555,0.03129,0.04426,0.06259
2020-01-14,0.00395,-0.00002,0.01250,0.01811,0.02562,0.03138,0.04437,0.06275
2020-01-13,0.00397,0.00001,0.01255,0.01818,0.02571,0.03149,0.04453,0.06298
2020-01-10,0.00396,-0.00001,0.01253,0.01816,0.02569,0.03146,0.04449,0.06292
2020-01-09,0.00397,0.00001,0.01256,0.01820,0.02573,0.03151,0.04457,0.06303
2020-01-08,0.00396,-0.00001,0.01252,0.01814,0.02566,0.03142,0.04444,0.06284
2020-01-07,0.00397,0.00000,0.01256,0.01821,0.02575,0.03154,0.04460,0.06307
2020-01-06,0.00397,-0.00001,0.01255,0.01819,0.02573,0.03151,0.04456,0.06302
2020-01-03,0.00398,0.00003,0.01258,0.01822,0.02577,0.03156,0.04464,0.06313
2020-01-02,0.00395,0.00000,0.01249,0.01810,0.02559,0.03135,0.04433,0.06269
2019-12-31,0.00395,0.00000,0.01248,0.01809,0.02558,0.03133,0.04431,0.06266
2019-12-30,0.00395,0.00001,0.01248,0.01809,0.02559,0.03134,0.04432,0.06267
2019-12-27,0.00394,0.00000,0.01247,0.01807,0.02555,0.03129,0.04426,0.06259
2019-12-26,0.00394,0.00000,0.01246,0.01806,0.02554,0.03128,0.04424,0.06256
2019-12-24,0.00394,0.00000,0.01247,0.01808,0.02556,0.03131,0.04428,0.06262
2019-12-23,0.00394,0.00000,0.01247,0.01808,0.02557,0.03131,0.04428,0.06262
2019-12-20,0.00394,-0.00002,0.01247,0.01807,0.02556,0.03130,0.04426,0.06260
2019-12-19,0.00396,-0.00001,0.01253,0.01815,0.02567,0.03144,0.04446,0.06288
2019-12-18,0.00397,0.00000,0.01255,0.01818,0.02571,0.03149,0.04453,0.06298
2019-12-17,0.00397,0.00002,0.01255,0.01818,0.02571,0.03149,0.04453,0.06298
2019-12-16,0.00395,-0.00002,0.01250,0.01811,0.02561,0.03137,0.04436,0.06273
2019-12-13,0.00397,0.00010,0.01256,0.01821,0.02575,0.03153,0.04459,0.06306
2019-12-12,0.00387,-0.00002,0.01224,0.01774,0.02509,0.03073,0.04345,0.06145
2019-12-11,0.00389,-0.00001,0.01229,0.01781,0.02519,0.03085,0.04363,0.06171
2019-12-10,0.00390,-0.00001,0.01234,0.01788,0.02529,0.03097,0.04380,0.06195
2019-12-09,0.00391,-0.00005,0.01237,0.01792,0.02535,0.03105,0.04391,0.06209
2019-12-06,0.00396,0.00000,0.01253,0.01816,0.02568,0.03145,0.04448,0.06290
2019-12-05,0.00396,-0.00002,0.01253,0.01816,0.02568,0.03145,0.04447,0.06289
2019-12-04,0.00398,0.00001,0.01258,0.01823,0.02579,0.03158,0.04467,0.06317
2019-12-03,0.00397,0.00000,0.01256,0.01819,0.02573,0.03151,0.04457,0.06303
2019-12-02,0.00397,0.00001,0.01255,0.01818,0.02571,0.03149,0.04454,0.06299
2019-11-29,0.00396,-0.00001,0.01254,0.01817,0.02569,0.03147,0.04450,0.06294
2019-11-28,0.00397,0.00001,0.01254,0.01817,0.02570,0.03147,0.04451,0.06295
2019-11-27,0.00396,-0.00001,0.01254,0.01817,0.02569,0.03146,0.04450,0.06293
2019-11-26,0.00397,0.00000,0.01255,0.01819,0.02572,0.03150,0.04455,0.06300
2019-11-25,0.00397,0.00000,0.01255,0.01819,0.02572,0.03150,0.04455,0.06300
2019-11-22,0.00397,-0.00001,0.01257,0.01822,0.02576,0.03155,0.04462,0.06310
2019-11-21,0.00398,0.00000,0.01257,0.01822,0.02576,0.03155,0.04462,0.06310
2019-11-20,0.00398,0.00000,0.01258,0.01823,0.02578,0.03157,0.04465,0.06314
2019-11-19,0.00398,0.00000,0.01258,0.01822,0.02577,0.03157,0.04464,0.06313
2019-11-18,0.00398,-0.00003,0.01259,0.01824,0.02580,0.03160,0.04468,0.06319
2019-11-15,0.00401,-0.00005,0.01267,0.01836,0.02597,0.03180,0.04498,0.06361
2019-11-14,0.00406,-0.00001,0.01284,0.01861,0.02631,0.03223,0.04557,0.06445
2019-11-13,0.00407,0.00001,0.01288,0.01866,0.02639,0.03232,0.04571,0.06464
2019-11-12,0.00406,0.00001,0.01283,0.01860,0.02630,0.03221,0.04555,0.06442
2019-11-11,0.00405,0.00001,0.01282,0.01857,0.02627,0.03217,0.04550,0.06434
2019-11-08,0.00404,-0.00007,0.01278,0.01851,0.02618,0.03207,0.04535,0.06413
2019-11-07,0.00411,-0.00002,0.01301,0.01885,0.02665,0.03264,0.04617,0.06529
2019-11-06,0.00413,0.00000,0.01306,0.01892,0.02676,0.03278,0.04635,0.06556
2019-11-05,0.00413,0.00000,0.01306,0.01892,0.02676,0.03277,0.04634,0.06554
2019-11-04,0.00413,0.00001,0.01305,0.01891,0.02674,0.03275,0.04631,0.06550
2019-11-01,0.00412,0.00000,0.01302,0.01887,0.02668,0.03268,0.04621,0.06535
2019-10-31,0.00412,-0.00001,0.01303,0.01888,0.02670,0.03270,0.04625,0.06541
2019-10-30,0.00413,0.00000,0.01305,0.01892,0.02675,0.03277,0.04634,0.06553
2019-10-29,0.00413,-0.00001,0.01307,0.01894,0.02678,0.03280,0.04639,0.06561
2019-10-28,0.00414,0.00000,0.01308,0.01896,0.02681,0.03284,0.04644,0.06567
2019-10-25,0.00414,0.00000,0.01308,0.01895,0.02680,0.03283,0.04642,0.06565
2019-10-24,0.00414,-0.00002,0.01308,0.01896,0.02681,0.03283,0.04643,0.06567
2019-10-23,0.00416,0.00000,0.01316,0.01907,0.02697,0.03303,0.04671,0.06606
2019-10-22,0.00416,-0.00002,0.01316,0.01907,0.02696,0.03302,0.04670,0.06605
2019-10-21,0.00418,0.00004,0.01321,0.01915,0.02708,0.03316,0.04690,0.06632
2019-10-18,0.00414,-0.00003,0.01310,0.01898,0.02684,0.03288,0.04649,0.06575
2019-10-17,0.00417,0.00003,0.01319,0.01911,0.02703,0.03310,0.04681,0.06620
2019-10-16,0.00414,0.00000,0.01309,0.01896,0.02682,0.03285,0.04645,0.06569
2019-10-15,0.00414,-0.00001,0.01308,0.01895,0.02681,0.03283,0.04643,0.06566
2019-10-14,0.00415,0.00000,0.01313,0.01902,0.02690,0.03295,0.04659,0.06589
2019-10-11,0.00415,0.00002,0.01312,0.01902,0.02689,0.03294,0.04658,0.06588
2019-10-10,0.00413,-0.00004,0.01306,0.01893,0.02677,0.03279,0.04637,0.06558
2019-10-08,0.00417,0.00000,0.01318,0.01910,0.02701,0.03308,0.04678,0.06615
2019-10-07,0.00417,0.00000,0.01317,0.01909,0.02699,0.03306,0.04675,0.06612
2019-10-04,0.00417,0.00003,0.01318,0.01910,0.02701,0.03308,0.04679,0.06617
2019-10-02,0.00414,0.00000,0.01308,0.01895,0.02681,0.03283,0.04643,0.06566
2019-10-01,0.00414,0.00000,0.01309,0.01897,0.02683,0.03286,0.04647,0.06572
2019-09-30,0.00414,0.00000,0.01308,0.01896,0.02682,0.03284,0.04645,0.06569
2019-09-27,0.00414,0.00000,0.01310,0.01898,0.02684,0.03287,0.04649,0.06574
2019-09-26,0.00414,-0.00003,0.01310,0.01898,0.02684,0.03288,0.04650,0.06576
2019-09-25,0.00417,0.00000,0.01318,0.01910,0.02701,0.03308,0.04678,0.06616
2019-09-24,0.00417,-0.00001,0.01319,0.01912,0.02704,0.03312,0.04683,0.06623
2019-09-23,0.00418,0.00003,0.01322,0.01916,0.02709,0.03318,0.04692,0.06636
2019-09-20,0.00415,0.00000,0.01314,0.01904,0.02693,0.03298,0.04664,0.06596
2019-09-19,0.00415,-0.00001,0.01311,0.01900,0.02687,0.03291,0.04654,0.06582
2019-09-18,0.00416,0.00000,0.01315,0.01906,0.02696,0.03301,0.04669,0.06603
2019-09-17,0.00416,0.00002,0.01315,0.01906,0.02695,0.03301,0.04668,0.06602
2019-09-16,0.00414,0.00002,0.01311,0.01899,0.02686,0.03290,0.04652,0.06579
2019-09-11,0.00412,0.00000,0.01302,0.01887,0.02668,0.03268,0.04622,0.06536
2019-09-10,0.00412,0.00000,0.01304,0.01889,0.02672,0.03272,0.04628,0.06545
2019-09-09,0.00412,-0.00002,0.01304,0.01890,0.02673,0.03274,0.04630,0.06547
2019-09-06,0.00414,0.00002,0.01308,0.01895,0.02680,0.03283,0.04643,0.06566
2019-09-05,0.00412,0.00001,0.01304,0.01890,0.02672,0.03273,0.04628,0.06546
2019-09-04,0.00411,0.00001,0.01300,0.01884,0.02664,0.03263,0.04615,0.06527
2019-09-03,0.00410,-0.00001,0.01297,0.01879,0.02658,0.03255,0.04603,0.06510
2019-09-02,0.00411,0.00000,0.01299,0.01883,0.02662,0.03261,0.04611,0.06521
2019-08-30,0.00411,0.00000,0.01300,0.01884,0.02665,0.03263,0.04615,0.06527
2019-08-29,0.00411,0.00000,0.01299,0.01883,0.02662,0.03261,0.04612,0.06522
2019-08-28,0.00411,0.00000,0.01299,0.01882,0.02661,0.03260,0.04610,0.06519
2019-08-27,0.00411,-0.00001,0.01301,0.01885,0.02666,0.03265,0.04618,0.06531
2019-08-26,0.00412,0.00000,0.01302,0.01887,0.02669,0.03269,0.04623,0.06537
2019-08-23,0.00412,0.00000,0.01304,0.01890,0.02673,0.03274,0.04630,0.06548
2019-08-22,0.00412,0.00001,0.01304,0.01890,0.02673,0.03274,0.04630,0.06547
2019-08-21,0.00411,0.00000,0.01300,0.01884,0.02664,0.03263,0.04614,0.06526
2019-08-20,0.00411,-0.00003,0.01298,0.01882,0.02661,0.03259,0.04609,0.06518
2019-08-19,0.00414,0.00000,0.01309,0.01898,0.02684,0.03287,0.04648,0.06573
2019-08-16,0.00414,0.00000,0.01310,0.01898,0.02684,0.03287,0.04648,0.06574
2019-08-14,0.00414,0.00002,0.01310,0.01898,0.02684,0.03287,0.04649,0.06575
2019-08-13,0.00412,0.00000,0.01301,0.01886,0.02667,0.03266,0.04619,0.06533
2019-08-12,0.00412,0.00002,0.01301,0.01886,0.02667,0.03266,0.04619,0.06533
2019-08-09,0.00410,-0.00004,0.01296,0.01879,0.02657,0.03254,0.04602,0.06508
2019-08-08,0.00414,0.00002,0.01309,0.01896,0.02682,0.03285,0.04645,0.06570
2019-08-07,0.00412,0.00000,0.01303,0.01888,0.02671,0.03271,0.04626,0.06542
2019-08-06,0.00412,0.00000,0.01303,0.01888,0.02671,0.03271,0.04626,0.06542
2019-08-05,0.00412,0.00007,0.01303,0.01888,0.02671,0.03271,0.04626,0.06542
2019-08-02,0.00405,0.00004,0.01279,0.01854,0.02622,0.03211,0.04541,0.06422
2019-08-01,0.00401,-0.00003,0.01267,0.01836,0.02597,0.03180,0.04497,0.06360
2019-07-31,0.00404,0.00000,0.01279,0.01853,0.02621,0.03210,0.04539,0.06419
2019-07-30,0.00404,0.00000,0.01279,0.01853,0.02620,0.03209,0.04538,0.06418
2019-07-29,0.00404,0.00000,0.01277,0.01851,0.02617,0.03205,0.04533,0.06411
2019-07-26,0.00404,-0.00002,0.01279,0.01854,0.02621,0.03211,0.04540,0.06421
2019-07-25,0.00406,-0.00001,0.01284,0.01860,0.02631,0.03222,0.04556,0.06443
2019-07-24,0.00407,-0.00001,0.01288,0.01866,0.02639,0.03232,0.04570,0.06464
2019-07-23,0.00408,0.00000,0.01289,0.01867,0.02641,0.03235,0.04574,0.06469
2019-07-22,0.00408,-0.00001,0.01290,0.01870,0.02644,0.03238,0.04579,0.06476
2019-07-19,0.00409,0.00000,0.01293,0.01874,0.02651,0.03246,0.04591,0.06493
2019-07-18,0.00409,-0.00002,0.01293,0.01874,0.02651,0.03247,0.04591,0.06493
2019-07-17,0.00411,0.00000,0.01298,0.01882,0.02661,0.03259,0.04609,0.06518
2019-07-16,0.00411,-0.00001,0.01300,0.01883,0.02664,0.03262,0.04613,0.06524
2019-07-15,0.00412,-0.00001,0.01303,0.01888,0.02670,0.03270,0.04625,0.06540
2019-07-12,0.00413,0.00001,0.01305,0.01890,0.02673,0.03274,0.04631,0.06549
2019-07-11,0.00412,0.00002,0.01304,0.01889,0.02672,0.03272,0.04628,0.06545
2019-07-10,0.00410,-0.00001,0.01298,0.01881,0.02660,0.03258,0.04608,0.06516
2019-07-09,0.00411,-0.00002,0.01301,0.01885,0.02666,0.03265,0.04617,0.06529
2019-07-08,0.00413,-0.00001,0.01305,0.01891,0.02674,0.03275,0.04632,0.06550
2019-07-05,0.00414,0.00000,0.01309,0.01898,0.02683,0.03287,0.04648,0.06573
2019-07-04,0.00414,-0.00001,0.01311,0.01899,0.02686,0.03289,0.04652,0.06579
2019-07-03,0.00415,0.00000,0.01311,0.01901,0.02688,0.03292,0.04655,0.06584
2019-07-02,0.00415,-0.00002,0.01311,0.01900,0.02687,0.03291,0.04654,0.06582
2019-07-01,0.00417,0.00001,0.01318,0.01909,0.02700,0.03307,0.04677,0.06614
2019-06-28,0.00416,-0.00001,0.01316,0.01907,0.02697,0.03303,0.04671,0.06605
2019-06-27,0.00417,-0.00002,0.01319,0.01912,0.02704,0.03311,0.04683,0.06623
2019-06-26,0.00419,-0.00003,0.01326,0.01921,0.02716,0.03327,0.04705,0.06654
2019-06-25,0.00422,-0.00002,0.01335,0.01934,0.02736,0.03351,0.04739,0.06701
2019-06-24,0.00424,-0.00006,0.01342,0.01945,0.02751,0.03369,0.04764,0.06737
2019-06-21,0.00430,-0.00001,0.01360,0.01972,0.02788,0.03415,0.04829,0.06830
2019-06-20,0.00431,0.00007,0.01364,0.01977,0.02796,0.03424,0.04842,0.06848
2019-06-19,0.00424,0.00004,0.01340,0.01941,0.02746,0.03363,0.04755,0.06725
2019-06-18,0.00420,-0.00002,0.01329,0.01925,0.02723,0.03335,0.04716,0.06669
2019-06-17,0.00422,-0.00001,0.01336,0.01936,0.02738,0.03353,0.04742,0.06706
2019-06-14,0.00423,0.00001,0.01336,0.01936,0.02738,0.03354,0.04743,0.06708
2019-06-13,0.00422,-0.00001,0.01336,0.01936,0.02738,0.03353,0.04742,0.06706
2019-06-12,0.00423,-0.00001,0.01338,0.01939,0.02743,0.03359,0.04751,0.06718
2019-06-11,0.00424,0.00001,0.01340,0.01941,0.02746,0.03363,0.04756,0.06726
2019-06-10,0.00423,0.00000,0.01339,0.01940,0.02743,0.03360,0.04751,0.06720
2019-06-07,0.00423,0.00000,0.01338,0.01940,0.02743,0.03360,0.04751,0.06719
2019-06-05,0.00423,0.00002,0.01336,0.01936,0.02738,0.03354,0.04743,0.06707
2019-06-04,0.00421,0.00000,0.01332,0.01931,0.02730,0.03344,0.04729,0.06688
2019-06-03,0.00421,0.00001,0.01332,0.01931,0.02731,0.03344,0.04730,0.06689
2019-05-31,0.00420,0.00000,0.01328,0.01924,0.02721,0.03332,0.04713,0.06665
2019-05-30,0.00420,0.00000,0.01328,0.01925,0.02722,0.03333,0.04714,0.06667
2019-05-29,0.00420,0.00000,0.01329,0.01927,0.02725,0.03337,0.04719,0.06674
2019-05-28,0.00420,0.00000,0.01328,0.01925,0.02722,0.03334,0.04715,0.06668
2019-05-27,0.00420,0.00000,0.01328,0.01924,0.02721,0.03333,0.04714,0.06666
2019-05-24,0.00420,-0.00001,0.01329,0.01926,0.02724,0.03336,0.04718,0.06672
2019-05-23,0.00421,0.00000,0.01331,0.01929,0.02729,0.03342,0.04726,0.06684
2019-05-22,0.00421,0.00001,0.01332,0.01930,0.02729,0.03342,0.04726,0.06684
2019-05-21,0.00420,-0.00004,0.01329,0.01926,0.02724,0.03336,0.04718,0.06673
2019-05-20,0.00424,0.00000,0.01341,0.01943,0.02748,0.03365,0.04759,0.06730
2019-05-17,0.00424,0.00001,0.01341,0.01943,0.02748,0.03366,0.04760,0.06731
2019-05-16,0.00423,0.00000,0.01338,0.01940,0.02743,0.03359,0.04751,0.06719
2019-05-15,0.00423,-0.00001,0.01339,0.01940,0.02744,0.03361,0.04753,0.06721
2019-05-14,0.00424,-0.00001,0.01339,0.01941,0.02745,0.03361,0.04754,0.06723
2019-05-13,0.00425,0.00001,0.01344,0.01948,0.02755,0.03374,0.04772,0.06749
2019-05-10,0.00424,0.00000,0.01341,0.01944,0.02749,0.03366,0.04761,0.06733
2019-05-09,0.00424,0.00004,0.01341,0.01943,0.02748,0.03366,0.04760,0.06732
2019-05-08,0.00420,0.00000,0.01327,0.01923,0.02720,0.03331,0.04710,0.06661
2019-05-07,0.00420,0.00000,0.01328,0.01925,0.02722,0.03333,0.04714,0.06667
2019-05-03,0.00420,-0.00002,0.01328,0.01924,0.02722,0.03333,0.04714,0.06666
2019-05-02,0.00422,-0.00003,0.01334,0.01933,0.02733,0.03348,0.04734,0.06695
2019-04-30,0.00425,-0.00001,0.01343,0.01946,0.02752,0.03371,0.04767,0.06742
2019-04-29,0.00426,0.00000,0.01347,0.01952,0.02761,0.03382,0.04783,0.06763
2019-04-26,0.00426,-0.00001,0.01347,0.01952,0.02761,0.03382,0.04783,0.06763
2019-04-25,0.00427,0.00006,0.01350,0.01956,0.02767,0.03389,0.04792,0.06777
2019-04-24,0.00421,0.00001,0.01331,0.01929,0.02728,0.03341,0.04725,0.06682
2019-04-23,0.00420,0.00000,0.01327,0.01923,0.02720,0.03331,0.04710,0.06662
2019-04-22,0.00420,0.00000,0.01329,0.01926,0.02723,0.03335,0.04717,0.06670
2019-04-19,0.00420,0.00000,0.01327,0.01923,0.02719,0.03330,0.04710,0.06661
2019-04-18,0.00420,0.00001,0.01327,0.01923,0.02720,0.03331,0.04710,0.06661
2019-04-17,0.00419,-0.00003,0.01325,0.01921,0.02716,0.03327,0.04704,0.06653
2019-04-16,0.00422,0.00000,0.01334,0.01933,0.02734,0.03349,0.04736,0.06698
2019-04-15,0.00422,-0.00001,0.01335,0.01934,0.02735,0.03350,0.04738,0.06700
2019-04-12,0.00423,0.00000,0.01338,0.01939,0.02742,0.03358,0.04750,0.06717
2019-04-11,0.00423,-0.00003,0.01338,0.01938,0.02741,0.03357,0.04748,0.06715
2019-04-10,0.00426,0.00000,0.01347,0.01951,0.02760,0.03380,0.04780,0.06760
2019-04-09,0.00426,0.00000,0.01348,0.01954,0.02763,0.03384,0.04786,0.06769
2019-04-08,0.00426,0.00002,0.01348,0.01953,0.02762,0.03382,0.04783,0.06765
2019-04-05,0.00424,-0.00002,0.01341,0.01944,0.02749,0.03366,0.04761,0.06733
2019-04-04,0.00426,0.00001,0.01346,0.01950,0.02758,0.03378,0.04777,0.06756
2019-04-03,0.00425,0.00000,0.01345,0.01950,0.02757,0.03377,0.04775,0.06753
2019-04-02,0.00425,-0.00002,0.01344,0.01948,0.02755,0.03374,0.04772,0.06748
2019-04-01,0.00427,0.00000,0.01349,0.01955,0.02764,0.03385,0.04788,0.06771
2019-03-29,0.00427,0.00000,0.01349,0.01955,0.02765,0.03386,0.04788,0.06772
2019-03-28,0.00427,-0.00001,0.01350,0.01956,0.02766,0.03387,0.04791,0.06775
2019-03-27,0.00428,0.00000,0.01353,0.01961,0.02773,0.03396,0.04803,0.06793
2019-03-26,0.00428,0.00000,0.01353,0.01961,0.02773,0.03396,0.04802,0.06792
2019-03-25,0.00428,0.00000,0.01353,0.01961,0.02773,0.03396,0.04802,0.06792
2019-03-22,0.00428,0.00001,0.01353,0.01961,0.02774,0.03397,0.04804,0.06794
2019-03-21,0.00427,-0.00001,0.01350,0.01957,0.02767,0.03389,0.04793,0.06778
2019-03-20,0.00428,0.00000,0.01353,0.01960,0.02772,0.03395,0.04801,0.06790
2019-03-19,0.00428,0.00000,0.01353,0.01960,0.02772,0.03395,0.04802,0.06791
2019-03-18,0.00428,-0.00002,0.01353,0.01961,0.02773,0.03396,0.04803,0.06793
2019-03-15,0.00430,-0.00001,0.01360,0.01971,0.02788,0.03414,0.04828,0.06828
2019-03-14,0.00431,-0.00001,0.01364,0.01977,0.02795,0.03423,0.04841,0.06847
2019-03-13,0.00432,0.00000,0.01365,0.01978,0.02797,0.03426,0.04845,0.06852
2019-03-12,0.00432,-0.00003,0.01365,0.01978,0.02798,0.03427,0.04846,0.06853
2019-03-11,0.00435,0.00000,0.01376,0.01993,0.02819,0.03453,0.04883,0.06905
2019-03-08,0.00435,0.00001,0.01374,0.01991,0.02816,0.03449,0.04877,0.06898
2019-03-07,0.00434,-0.00002,0.01374,0.01991,0.02815,0.03448,0.04876,0.06896
2019-03-06,0.00436,-0.00002,0.01377,0.01996,0.02823,0.03457,0.04889,0.06914
2019-03-05,0.00438,0.00000,0.01385,0.02008,0.02839,0.03477,0.04918,0.06955
2019-03-04,0.00438,-0.00001,0.01386,0.02008,0.02840,0.03478,0.04919,0.06957
2019-02-28,0.00439,-0.00003,0.01388,0.02012,0.02845,0.03485,0.04928,0.06970
2019-02-27,0.00442,-0.00002,0.01399,0.02027,0.02866,0.03511,0.04965,0.07021
2019-02-26,0.00444,0.00000,0.01405,0.02036,0.02880,0.03527,0.04988,0.07054
2019-02-25,0.00444,0.00001,0.01405,0.02036,0.02879,0.03527,0.04987,0.07053
2019-02-22,0.00443,-0.00001,0.01402,0.02031,0.02872,0.03518,0.04975,0.07036
2019-02-21,0.00444,-0.00001,0.01403,0.02033,0.02875,0.03521,0.04979,0.07042
2019-02-20,0.00445,0.00001,0.01406,0.02038,0.02882,0.03530,0.04992,0.07059
2019-02-19,0.00444,0.00000,0.01404,0.02034,0.02876,0.03523,0.04982,0.07046
2019-02-18,0.00444,0.00000,0.01404,0.02034,0.02877,0.03524,0.04983,0.07048
2019-02-15,0.00444,-0.00007,0.01405,0.02036,0.02879,0.03526,0.04986,0.07052
2019-02-14,0.00451,0.00000,0.01426,0.02066,0.02922,0.03579,0.05062,0.07158
2019-02-13,0.00451,0.00000,0.01426,0.02066,0.02922,0.03579,0.05061,0.07157
2019-02-12,0.00451,-0.00001,0.01427,0.02068,0.02925,0.03582,0.05066,0.07165
2019-02-11,0.00452,0.00000,0.01428,0.02069,0.02926,0.03584,0.05068,0.07168
2019-02-08,0.00452,0.00000,0.01429,0.02071,0.02929,0.03587,0.05072,0.07174
2019-02-07,0.00452,0.00001,0.01430,0.02072,0.02930,0.03588,0.05074,0.07176
2019-02-01,0.00451,-0.00002,0.01427,0.02068,0.02924,0.03581,0.05065,0.07163
2019-01-31,0.00453,0.00000,0.01432,0.02076,0.02936,0.03595,0.05085,0.07191
2019-01-30,0.00453,-0.00001,0.01432,0.02076,0.02936,0.03595,0.05085,0.07191
2019-01-29,0.00454,0.00000,0.01434,0.02078,0.02939,0.03600,0.05091,0.07199
2019-01-28,0.00454,0.00000,0.01436,0.02081,0.02943,0.03605,0.05098,0.07210
2019-01-25,0.00454,0.00001,0.01435,0.02080,0.02941,0.03602,0.05094,0.07204
2019-01-24,0.00453,0.00000,0.01431,0.02074,0.02933,0.03593,0.05081,0.07185
2019-01-23,0.00453,0.00002,0.01431,0.02074,0.02933,0.03593,0.05081,0.07185
2019-01-22,0.00451,-0.00003,0.01428,0.02069,0.02926,0.03584,0.05068,0.07167
2019-01-21,0.00454,0.00003,0.01434,0.02078,0.02939,0.03600,0.05091,0.07200
2019-01-18,0.00451,0.00000,0.01427,0.02068,0.02924,0.03582,0.05065,0.07163
2019-01-17,0.00451,0.00000,0.01427,0.02067,0.02924,0.03581,0.05064,0.07162
2019-01-16,0.00451,-0.00001,0.01426,0.02067,0.02923,0.03580,0.05063,0.07161
2019-01-15,0.00452,0.00000,0.01429,0.02071,0.02929,0.03587,0.05073,0.07174
2019-01-14,0.00452,0.00002,0.01429,0.02071,0.02929,0.03587,0.05073,0.07174
2019-01-11,0.00450,0.00000,0.01424,0.02064,0.02919,0.03575,0.05056,0.07150
2019-01-10,0.00450,-0.00001,0.01423,0.02063,0.02917,0.03573,0.05053,0.07146
2019-01-09,0.00451,0.00000,0.01426,0.02067,0.02923,0.03580,0.05062,0.07159
2019-01-08,0.00451,0.00001,0.01425,0.02065,0.02920,0.03576,0.05058,0.07152
2019-01-07,0.00450,0.00001,0.01423,0.02062,0.02916,0.03572,0.05051,0.07144
2019-01-04,0.00449,-0.00001,0.01421,0.02059,0.02912,0.03567,0.05044,0.07133
2019-01-03,0.00450,0.00002,0.01422,0.02060,0.02914,0.03568,0.05047,0.07137
2019-01-02,0.00448,0.00001,0.01418,0.02055,0.02906,0.03559,0.05033,0.07117
2018-12-31,0.00447,0.00000,0.01412,0.02047,0.02895,0.03545,0.05014,0.07091
2018-12-28,0.00447,0.00001,0.01412,0.02046,0.02894,0.03544,0.05012,0.07088
2018-12-27,0.00446,0.00000,0.01411,0.02044,0.02891,0.03541,0.05008,0.07082
2018-12-26,0.00446,0.00000,0.01410,0.02043,0.02889,0.03538,0.05003,0.07076
2018-12-24,0.00446,0.00000,0.01410,0.02043,0.02889,0.03538,0.05004,0.07076
2018-12-21,0.00446,0.00000,0.01411,0.02044,0.02891,0.03541,0.05008,0.07082
2018-12-20,0.00446,0.00000,0.01411,0.02045,0.02892,0.03541,0.05008,0.07083
2018-12-19,0.00446,0.00000,0.01411,0.02045,0.02892,0.03541,0.05008,0.07083
2018-12-18,0.00446,0.00000,0.01411,0.02044,0.02891,0.03541,0.05008,0.07082
2018-12-17,0.00446,0.00000,0.01410,0.02044,0.02890,0.03540,0.05006,0.07079
2018-12-14,0.00446,0.00001,0.01409,0.02042,0.02889,0.03538,0.05003,0.07075
2018-12-13,0.00445,0.00001,0.01406,0.02037,0.02881,0.03529,0.04990,0.07057
2018-12-12,0.00444,0.00000,0.01404,0.02034,0.02877,0.03524,0.04983,0.07047
2018-12-11,0.00444,0.00000,0.01404,0.02035,0.02877,0.03524,0.04984,0.07048
2018-12-10,0.00444,-0.00003,0.01404,0.02034,0.02877,0.03524,0.04983,0.07048
2018-12-07,0.00447,-0.00001,0.01413,0.02048,0.02897,0.03548,0.05017,0.07095
2018-12-06,0.00448,0.00001,0.01416,0.02053,0.02903,0.03555,0.05028,0.07111
